County Name,Total Population,Median Age,White Alone,Black/African American,Hispanic or Latino,Asian Alone,Median Household Income,Per Capita Income,Persons in Poverty,Unemployment Count,Total Housing Units,Median Gross Rent,Median Home Value,state,county
"Iberia Parish, Louisiana",69958,37.4,41089,21827,3095,1858,55190,28315,15953,1986,31102,846,152400,22,045
"Iberville Parish, Louisiana",30210,39.9,14575,13717,964,11,59410,28538,4597,992,13302,803,161400,22,047
"Jackson Parish, Louisiana",15093,41.4,10211,3877,297,15,40406,22804,3706,254,7237,703,105700,22,049
"Jefferson Parish, Louisiana",436171,39.8,245470,117131,66079,18127,63257,35720,66951,13306,193740,1121,231700,22,051
"Jefferson Davis Parish, Louisiana",32277,37.9,25034,5404,837,2,52470,30081,5074,552,14007,787,149800,22,053
"Lafayette Parish, Louisiana",243175,36.2,160322,62497,11370,4485,66617,38161,40006,6518,108681,986,222400,22,055
"Lafourche Parish, Louisiana",97220,38.8,75654,12950,4372,604,61381,32716,15695,2898,41108,873,177200,22,057
"LaSalle Parish, Louisiana",14764,38.3,12166,1732,582,278,59926,29769,2081,309,6195,646,120500,22,059
"Lincoln Parish, Louisiana",48323,28.3,26152,18095,1550,670,37001,24411,13210,918,20491,817,184300,22,061
"Livingston Parish, Louisiana",143425,36.6,123496,10684,6367,1185,77978,34237,16496,3067,57984,1130,210100,22,063
"Madison Parish, Louisiana",10028,36.2,3439,6265,294,0,34508,18314,3223,183,4391,603,88200,22,065
"Morehouse Parish, Louisiana",25438,40.0,12287,12277,392,131,37875,22534,7067,907,11913,714,104300,22,067
"Natchitoches Parish, Louisiana",37478,33.3,19170,15269,948,238,41310,25302,9184,1380,18605,786,155700,22,069
"Orleans Parish, Louisiana",380408,37.9,123390,216866,21528,10680,51116,37013,84133,16040,193999,1162,281500,22,071
"Ouachita Parish, Louisiana",159585,36.5,91697,59511,3709,1854,49261,29670,36050,4733,70178,886,172800,22,073
"Plaquemines Parish, Louisiana",23305,36.4,14918,4945,1885,996,77996,35413,3379,489,9560,1559,253300,22,075
"Pointe Coupee Parish, Louisiana",20652,43.4,12829,6984,649,63,53045,31595,3922,655,11020,843,172500,22,077
"Rapides Parish, Louisiana",129536,37.7,80405,40339,4572,1538,55407,31010,23102,3339,58076,925,171400,22,079
"Red River Parish, Louisiana",7631,37.8,4398,2979,168,0,43821,23162,1800,101,3603,710,99100,22,081
"Richland Parish, Louisiana",20028,39.5,12270,7159,473,0,48125,25285,4591,552,8668,772,121800,22,083
"Sabine Parish, Louisiana",22209,41.1,14882,3221,961,77,40777,24911,5237,589,13558,659,112300,22,085
"St. Bernard Parish, Louisiana",44038,35.6,28618,10499,4667,1076,55857,28451,9840,1642,17778,1037,184000,22,087
"St. Charles Parish, Louisiana",52191,38.8,34653,12273,3426,492,79191,38220,5249,1751,20531,1122,248600,22,089
"St. Helena Parish, Louisiana",10872,42.2,5046,5627,220,15,46402,24660,2942,1064,5284,761,104700,22,091
"St. James Parish, Louisiana",20090,40.4,9938,9732,371,5,62946,33616,2282,337,8604,801,185200,22,093
"St. John the Baptist Parish, Louisiana",41986,37.9,13830,23616,3061,387,65114,30643,5830,1859,17799,1139,173200,22,095
"St. Landry Parish, Louisiana",82574,37.3,44705,33617,2056,459,44478,24413,22276,2282,36840,739,148400,22,097
"St. Martin Parish, Louisiana",51856,39.5,34230,14903,1647,493,50806,28679,9019,1445,23563,773,139900,22,099
"St. Mary Parish, Louisiana",49114,39.5,28427,14554,3566,625,47322,26949,10623,1210,22516,829,128000,22,101
"St. Tammany Parish, Louisiana",266168,40.6,207322,32362,16212,3821,76914,40393,30682,6839,110680,1247,262400,22,103
"Tangipahoa Parish, Louisiana",133953,35.7,85044,39939,6332,954,55274,29192,24896,3404,57354,930,193300,22,105
"Tensas Parish, Louisiana",4127,47.4,1726,2168,129,34,35653,21019,1403,166,2815,622,78300,22,107
"Terrebonne Parish, Louisiana",108862,36.9,73482,20784,5818,1301,63088,32143,17532,2944,47314,956,174400,22,109
"Union Parish, Louisiana",21049,42.5,14805,5080,1099,6,47068,28575,5507,461,10458,698,117300,22,111
"Vermilion Parish, Louisiana",57202,38.6,45074,7718,2174,1026,56194,29293,10909,1513,25735,745,154000,22,113
"Vernon Parish, Louisiana",48452,31.5,36306,6500,4664,867,56547,28797,8390,1033,21996,1020,141900,22,115
"Washington Parish, Louisiana",45514,40.6,29963,13814,1202,51,41803,24287,10294,1966,21420,731,133200,22,117
"Webster Parish, Louisiana",36761,41.5,23275,12355,828,93,34263,22706,9888,722,18325,735,100100,22,119
"West Baton Rouge Parish, Louisiana",27377,36.4,15247,11289,919,129,80510,33445,3922,1029,11536,976,223900,22,121
"West Carroll Parish, Louisiana",9800,41.0,7950,1509,412,1,45035,25949,1827,173,4702,673,100600,22,123
"West Feliciana Parish, Louisiana",15358,42.6,8048,6803,225,8,71985,30055,1676,553,5086,1034,239700,22,125
"Winn Parish, Louisiana",13665,40.7,8964,4116,444,34,44922,25617,2361,200,6400,624,98100,22,127
"Androscoggin County, Maine",111532,40.8,100100,4863,2259,1141,64500,34273,13334,2853,49923,916,211800,23,001
"Aroostook County, Maine",67237,48.5,63058,510,991,271,50843,31001,9755,1753,38440,681,125400,23,003
"Cumberland County, Maine",303357,42.1,269937,9630,6895,6576,87710,51405,21265,5594,149869,1389,372900,23,005
"Franklin County, Maine",29839,46.3,28413,120,462,155,56890,33161,3477,650,21014,752,170600,23,007
"Hancock County, Maine",55851,48.9,52923,446,931,475,64149,38785,5949,1126,40298,949,250900,23,009
"Kennebec County, Maine",124003,44.3,116633,924,2203,1121,62118,36009,14938,2576,62778,900,198300,23,011
"Knox County, Maine",40729,49.0,38682,157,680,146,68904,39379,3892,761,24331,1027,260800,23,013
"Lincoln County, Maine",35466,51.3,33369,168,577,306,69638,43436,3182,581,23698,930,276400,23,015
"Oxford County, Maine",58276,48.2,55043,171,924,275,54780,30884,8259,1515,36355,781,176800,23,017
"Penobscot County, Maine",152640,42.4,141780,1504,2498,1486,59438,34423,19608,3293,75119,932,176700,23,019
"Piscataquis County, Maine",16936,51.2,15825,105,414,108,51805,32843,2479,365,14655,792,137800,23,021
"Sagadahoc County, Maine",36868,46.7,34878,212,729,242,77591,40950,3979,880,18999,991,268600,23,023
"Somerset County, Maine",50656,47.0,48441,235,648,213,53527,31348,8331,991,29929,849,150500,23,025
"Waldo County, Maine",39772,47.0,37514,222,656,167,62694,35677,5035,897,22012,886,210600,23,027
"Washington County, Maine",31096,48.6,27591,315,869,129,51669,30731,5276,962,21723,687,135400,23,029
"York County, Maine",212691,45.2,197097,2193,4162,2260,79743,42053,16732,3965,112660,1166,323500,23,031
"Allegany County, Maryland",68161,41.9,59828,4962,1377,631,55248,29343,9692,1924,32882,743,143300,24,001
"Anne Arundel County, Maryland",588109,38.8,396379,102607,51224,23711,116009,56187,33687,13019,233163,1908,432000,24,003
"Baltimore County, Maryland",850737,39.5,475191,256007,51697,51693,88157,46603,84846,23730,349471,1479,310800,24,005
"Calvert County, Maryland",93244,40.4,72722,11375,4319,1860,128078,54038,3959,1553,35749,1589,418900,24,009
"Caroline County, Maryland",33320,39.5,25025,4565,2736,153,65326,34655,4228,775,13473,1074,258800,24,011
"Carroll County, Maryland",173225,41.5,153236,6487,7169,3846,111672,49434,8646,2960,65804,1283,390200,24,013
"Cecil County, Maryland",103876,41.0,87741,7058,5069,1400,86869,40520,10341,2582,43957,1322,292500,24,015
"Charles County, Maryland",167035,38.8,62876,81979,11269,5341,116882,47977,9729,4352,62362,1839,382800,24,017
"Dorchester County, Maryland",32557,43.8,20381,8342,1992,438,57490,33950,4951,870,16400,968,226000,24,019
"Frederick County, Maryland",273829,38.9,202183,27723,30072,13586,115724,51169,16599,5597,104217,1633,412500,24,021
"Garrett County, Maryland",28856,47.6,27696,364,362,120,64447,41130,3123,658,18501,681,220100,24,023
"Harford County, Maryland",261059,40.4,196583,37072,12948,7702,106417,48615,18524,5205,103552,1475,351100,24,025
"Howard County, Maryland",332011,39.2,168563,66568,24823,62582,140971,63441,17671,6846,123428,1920,551300,24,027
"Kent County, Maryland",19289,48.5,15082,2729,900,187,71635,44283,1693,315,10320,1072,291900,24,029
"Montgomery County, Maryland",1056910,39.8,492918,195859,211486,161673,125583,64126,75205,28529,403643,1957,588900,24,031
"Prince George's County, Maryland",957189,38.2,133154,585279,190973,39237,97935,43833,89651,35915,359176,1713,380500,24,033
"Queen Anne's County, Maryland",50316,44.6,42958,2952,2303,557,108332,52652,3419,987,21405,1600,421900,24,035
"St. Mary's County, Maryland",113814,37.0,83764,16411,6471,2839,113668,49755,8456,2173,45665,1595,376900,24,037
"Somerset County, Maryland",24672,38.0,13043,9884,988,206,52149,24176,3922,732,10938,934,157200,24,039
"Talbot County, Maryland",37663,51.4,29600,4593,2744,488,81667,52555,3460,559,19606,1204,382000,24,041
"Washington County, Maryland",154645,40.9,121671,17445,9630,2693,73017,36528,18137,3727,63701,1049,262400,24,043
"Wicomico County, Maryland",103815,36.1,64951,27049,5949,2946,69421,35658,13844,3753,43708,1190,226900,24,045
"Worcester County, Maryland",52827,50.6,42548,6588,2023,802,76689,48769,4275,1720,56399,1144,310300,24,047
"Baltimore city, Maryland",584548,36.0,166154,358028,34381,15045,58349,37845,110509,20484,293555,1235,202900,24,510
"Barnstable County, Massachusetts",229436,54.5,201599,6515,8047,3421,90447,55940,15911,5325,165068,1536,519100,25,001
"Berkshire County, Massachusetts",128763,47.5,113536,3774,6829,2204,69744,45300,13518,3595,69762,1003,266400,25,003
"Bristol County, Massachusetts",576699,41.0,463728,24303,52151,13371,80628,42006,62801,17632,243297,1116,385000,25,005
"Dukes County, Massachusetts",20543,49.2,16945,645,748,305,93225,60845,1364,794,17621,1636,998100,25,007
"Essex County, Massachusetts",806103,40.9,582834,35280,183006,28271,94378,50932,76850,23604,326936,1580,535300,25,009
"Franklin County, Massachusetts",70980,47.1,64245,875,3263,1337,70383,40282,8360,2173,34395,1109,284100,25,011
"Hampden County, Massachusetts",464575,39.5,329283,41192,124544,12038,66619,35884,71252,14112,196957,1051,258100,25,013
"Hampshire County, Massachusetts",153931,39.3,130857,3218,9540,7563,84025,43639,14133,4326,66174,1263,344200,25,015
"Middlesex County, Massachusetts",1623109,38.8,1154437,81837,136457,210784,121304,64197,117050,41347,658555,2004,654300,25,017
"Nantucket County, Massachusetts",14065,40.5,10554,1562,2120,259,135590,62153,687,442,12287,2052,1265600,25,019
"Norfolk County, Massachusetts",722112,40.7,527921,51311,37445,86084,120621,66685,45607,20454,291316,1933,612100,25,021
"Plymouth County, Massachusetts",529548,42.7,420584,47988,23099,8648,105387,53423,34547,15018,215021,1550,475500,25,023
"Suffolk County, Massachusetts",785443,33.6,387745,155625,184846,69412,87669,53173,126977,31321,350419,1953,650900,25,025
"Worcester County, Massachusetts",858898,40.2,671257,44660,107201,43903,88524,45433,83304,26021,351506,1263,363200,25,027
"Alcona County, Michigan",10238,59.3,9691,44,189,32,50295,31167,1604,239,10320,801,148200,26,001
"Alger County, Michigan",8866,47.2,7324,691,175,70,55528,25099,801,156,6208,716,156500,26,003
"Allegan County, Michigan",120189,40.4,108393,1552,9301,916,75543,35220,11307,1991,51880,1004,225000,26,005
"Alpena County, Michigan",28911,47.6,27419,223,442,134,49133,30893,4685,966,15685,638,128000,26,007
"Antrim County, Michigan",23662,51.5,22331,148,583,87,68850,39166,2199,512,17596,919,199800,26,009
"Arenac County, Michigan",15031,50.0,14214,84,338,24,53487,29246,2019,480,9554,665,118200,26,011
"Baraga County, Michigan",8245,46.5,6024,639,151,45,51911,28665,877,155,5079,562,121700,26,013
"Barry County, Michigan",62581,42.2,59193,395,2202,362,75182,38843,5163,1605,27466,966,223600,26,015
"Bay County, Michigan",103752,43.6,95552,1404,5963,529,57887,33331,15715,2453,48598,786,125000,26,017
"Benzie County, Michigan",18058,50.4,16775,138,446,137,71327,38875,1862,376,12173,970,243600,26,019
"Berrien County, Michigan",153938,42.5,117706,21616,9083,2469,60379,36764,23756,5022,76948,885,193600,26,021
"Branch County, Michigan",44795,40.9,40848,850,2507,215,60600,29824,6409,990,20776,899,140200,26,023
"Calhoun County, Michigan",134011,40.0,105112,13459,7657,3610,58191,32047,19360,4337,59634,897,138700,26,025
"Cass County, Michigan",51604,45.3,44494,2531,2158,486,65183,36851,6573,1260,25458,835,181100,26,027
"Charlevoix County, Michigan",26174,49.5,24621,139,631,109,69764,43782,2230,499,17487,894,220000,26,029
"Cheboygan County, Michigan",25709,52.0,23474,205,419,143,59557,32679,3029,805,17727,787,167400,26,031
"Chippewa County, Michigan",36670,40.8,24939,1976,784,313,58408,31167,5441,1310,20349,785,142000,26,033
"Clare County, Michigan",30998,48.2,29348,253,713,102,47816,27147,6765,1132,21959,750,112400,26,035
"Clinton County, Michigan",79249,41.4,72025,1375,3808,998,82594,41790,7488,1511,32897,1022,226000,26,037
"Crawford County, Michigan",13197,51.4,12333,40,305,122,57998,30379,1798,343,10243,834,135400,26,039
"Delta County, Michigan",36839,47.6,33702,104,548,72,53852,32311,4802,820,19815,655,139200,26,041
"Dickinson County, Michigan",25937,47.2,24382,214,464,150,59651,35722,2477,472,13942,710,122600,26,043
"Eaton County, Michigan",109072,41.2,91615,7658,6321,2487,77158,39207,8156,2736,47562,1013,194500,26,045
"Emmet County, Michigan",34072,45.8,30889,285,688,100,69690,42373,2816,673,21791,985,246300,26,047
"Genesee County, Michigan",405280,40.5,296619,79270,15356,4015,58594,33562,65056,16087,183775,893,158400,26,049
"Gladwin County, Michigan",25461,50.7,24297,69,518,126,53717,30893,3574,684,17001,680,140600,26,051
"Gogebic County, Michigan",14597,50.6,13366,247,278,81,47913,33516,1993,388,10405,503,87800,26,053
"Grand Traverse County, Michigan",95315,42.8,88814,701,2951,633,75553,40644,9772,1968,45840,1147,273300,26,055
"Gratiot County, Michigan",41534,39.6,36783,2353,2747,234,57934,28123,5007,885,16060,757,126500,26,057
"Hillsdale County, Michigan",45698,42.8,43428,305,1204,159,59425,30409,6682,931,21440,770,159000,26,059
"Houghton County, Michigan",37414,31.9,34326,430,670,1046,52736,29173,5838,1104,18687,743,129200,26,061
"Huron County, Michigan",31461,49.3,29926,144,841,148,54475,32069,3501,756,20402,710,129500,26,063
"Ingham County, Michigan",282540,33.0,202102,33555,23272,17965,62548,36077,43825,9684,125391,1027,173600,26,065
"Ionia County, Michigan",66663,39.1,58954,2644,3458,323,71720,29736,6508,1716,24674,870,169600,26,067
"Iosco County, Michigan",25319,53.1,23630,173,687,172,46224,28301,3767,748,19943,696,118400,26,069
"Iron County, Michigan",11585,53.4,10850,85,261,71,52241,31990,1642,218,8981,627,95800,26,071
"Isabella County, Michigan",64938,28.9,55847,1681,2840,984,52638,28809,13998,2441,28580,840,159500,26,073
"Jackson County, Michigan",160637,41.1,136045,12611,6116,1296,62581,33065,18276,4673,69095,920,166700,26,075
"Kalamazoo County, Michigan",261426,34.6,204165,28681,14243,6376,67905,37852,33911,9055,114093,994,209700,26,077
"Kalkaska County, Michigan",17934,43.3,16819,210,467,105,56380,31074,2615,366,11656,791,152800,26,079
"Kent County, Michigan",657321,35.6,495992,63470,72840,20592,76247,39342,69388,16058,264944,1111,242200,26,081
"Keweenaw County, Michigan",2088,57.2,2012,0,33,0,55560,41795,163,39,2286,638,155900,26,083
"Lake County, Michigan",12285,51.8,10121,1218,376,38,45946,25695,2434,326,13460,764,117100,26,085
"Lapeer County, Michigan",88687,44.5,82211,957,4450,327,75402,37419,8832,2303,36839,908,219300,26,087
"Leelanau County, Michigan",22426,55.2,20433,93,978,135,82345,48491,1483,322,15474,1157,371200,26,089
"Lenawee County, Michigan",99263,42.0,89997,2164,8464,318,65484,32976,10451,2592,43634,924,168100,26,091
"Livingston County, Michigan",194302,43.6,184070,1149,5224,1646,96135,47253,9362,4059,78706,1207,311800,26,093
"Luce County, Michigan",5442,47.7,4421,530,88,10,51015,23599,804,132,3852,746,104600,26,095
"Mackinac County, Michigan",10843,52.7,7851,415,252,89,60620,35512,1685,490,10572,749,157000,26,097
"Macomb County, Michigan",878453,41.0,680537,108151,25208,39992,73876,38015,85418,26413,369998,1124,216200,26,099
"Manistee County, Michigan",25058,50.0,22362,795,901,106,59467,33818,2667,683,15562,801,157800,26,101
"Marquette County, Michigan",66376,39.1,61014,1059,1126,438,63115,32711,8535,1849,33584,904,184300,26,103
"Mason County, Michigan",29178,46.7,27038,323,1399,148,60744,34386,3944,632,17451,846,181200,26,105
"Mecosta County, Michigan",40128,40.6,36638,1018,1064,385,54132,27692,6778,981,20986,844,153000,26,107
"Menominee County, Michigan",23433,49.6,21890,120,499,89,54074,31313,2464,508,13305,663,132200,26,109
"Midland County, Michigan",83503,41.7,76305,1298,2616,1772,73643,41594,8337,2001,36927,931,171600,26,111
"Missaukee County, Michigan",15089,42.6,14117,73,489,64,57667,29386,1676,483,8665,808,153300,26,113
"Monroe County, Michigan",154823,42.6,142046,3322,6134,569,72573,37704,16690,4274,65946,996,202200,26,115
"Montcalm County, Michigan",66901,40.6,60361,2139,2476,152,61250,28370,7882,1276,27949,823,154900,26,117
"Montmorency County, Michigan",9261,56.2,8806,27,138,22,46345,28394,1690,210,8952,802,125600,26,119
"Muskegon County, Michigan",175947,39.4,137379,23050,10739,1334,61347,30812,21923,6217,74639,915,162300,26,121
"Newaygo County, Michigan",50130,42.4,45537,474,3048,163,59065,29687,7537,1053,24689,854,165000,26,123
"Oakland County, Michigan",1272264,41.1,913135,167691,57851,102915,92620,53157,97107,33009,555313,1243,302800,26,125
"Oceana County, Michigan",26707,43.8,24049,243,4111,25,60691,28786,3657,606,15612,796,151700,26,127
"Ogemaw County, Michigan",20820,50.6,19762,101,469,164,50377,28837,3485,587,15346,782,125300,26,129
"Ontonagon County, Michigan",5862,59.2,5539,53,92,31,48316,30182,794,136,5271,545,89700,26,131
"Osceola County, Michigan",23022,43.5,21579,235,537,79,54875,27211,3551,748,12619,739,128200,26,133
"Oscoda County, Michigan",8264,52.0,7848,35,159,26,48692,26129,1139,270,7749,736,122500,26,135
"Otsego County, Michigan",25221,44.6,23913,246,467,121,62865,34190,2653,596,14881,865,178400,26,137
"Ottawa County, Michigan",296183,35.8,255482,5068,30237,8032,83932,39116,21639,6024,114701,1080,269200,26,139
"Presque Isle County, Michigan",13083,56.1,12540,60,214,53,55986,34698,1645,325,9851,633,124800,26,141
"Roscommon County, Michigan",23556,57.0,22077,94,516,119,49898,34587,3758,494,23182,776,133400,26,143
"Saginaw County, Michigan",189821,41.0,137164,35774,17159,2267,56579,32839,33469,5803,86101,876,131100,26,145
"St. Clair County, Michigan",160257,44.1,147655,3753,5832,759,66887,35483,18761,5323,72234,982,197300,26,147
"St. Joseph County, Michigan",60887,39.8,54037,1318,5233,323,62281,30171,7714,1549,27198,811,152800,26,149
"Sanilac County, Michigan",40759,45.2,38527,173,1653,84,55740,30904,6004,1216,21779,770,149300,26,151
"Schoolcraft County, Michigan",8062,51.8,6836,45,114,35,55071,33805,1272,274,5987,572,129100,26,153
"Shiawassee County, Michigan",68124,43.2,64633,449,2077,198,62498,33328,7402,1349,30230,851,151900,26,155
"Tuscola County, Michigan",53218,44.7,50123,662,2020,262,59815,30698,6443,1491,23977,782,127200,26,157
"Van Buren County, Michigan",75636,40.8,63162,2559,8974,472,65531,32361,10591,1681,37076,843,172100,26,159
"Washtenaw County, Michigan",370231,34.4,262172,42895,18908,33933,84245,49568,48358,9278,157103,1335,336300,26,161
"Wayne County, Michigan",1781641,37.7,905956,670722,112699,61624,57223,32643,355857,75008,792169,1043,158600,26,163
"Wexford County, Michigan",33766,42.2,31383,336,778,194,58652,29617,4425,952,16478,831,146100,26,165
"Aitkin County, Minnesota",15859,56.2,14833,73,229,24,56406,32980,1931,379,14197,815,222100,27,001
"Anoka County, Minnesota",363985,38.8,288143,28448,18621,19004,95782,43106,22852,8160,138533,1356,302300,27,003
